PLXNA2,HACE1
PLXND1,SEMA4A
PLXND1,MACF1
PLXND1,PODXL2
PLXND1,ISY1
PLXND1,SEC61A1
POGZ,KIF15
POLR3D,TAB1
PPP1R7,TAB1
PPP2CB,TAB1
PPP2R1A,TAB1
PPP3CB,PRICKLE1
PRICKLE1,ARID2
PRICKLE1,ANO6
PRKAR1A,TAB1
PRKCSH,SMARCA4
PRMT1,ZBTB14
PRR16,SEMA6A
PSKH1,SNTA1
PSKH1,RDH13
PSKH1,ST3GAL2
PSKH1,PSMB10
PSME4,RPL23AP32
PSME4,C2orf73
PTK2,MICAL1
PTK2,CXCR4
PTPN11,CXCR4
PTPN2,ZBTB14
PTPN6,CXCR4
PTPRC,CXCR4
QPRT,SUFU
RAB10,MICAL1
RAB11FIP3,IFT140
RAB1A,MICAL1
RAB25,DAW1
RAB28,CC2D2A
RAB4A,HACE1
RAC1,HACE1
RAD23A,SMARCA4
RALB,CXCR4
RANBP2,IFT140
RANGRF,CXCL16
RAP1A,SMARCA4
RB1,SMARCA4
RBL1,SMARCA4
RBL2,SMARCA4
RBPJ,SUFU
RBX1,TAB1
RELB,SMARCA4
RFXAP,SMARCA4
RHOB,SNX17
RNF19A,SUFU
ROBO1,SLIT2
ROBO1,ROBO2
ROBO1,TUBB3
ROBO1,SRGAP2
ROBO1,SRGAP1
ROBO1,SLIT1
ROBO1,MYCBP
RPL10,TAB1
RPLP1,TAB1
RPS28,SMARCA4
RPS6KA6,MICAL1
RSG1,FUZ
RUNX2,SMAD6
SAP18,SUFU
SCFD1,HECTD1
SDC4,CXCR4
SELP,SNX17
SEMA6A,SH3RF1
SEMA6A,AQPEP
SEMA6A,FAM170A
SERPINA3,KLK3
SERPINA4,TAB1
SETDB1,SUFU
SIGLEC12,DNAAF3
SKIL,SNX17
SLC25A33,C1orf127
SLC4A1,ZBTB14
SLC9A3R2,IFT140
SMAD1,SMAD6
SMAD6,SMURF1
SMAD6,STRAP
SMAD6,MAP3K7
SMAD6,TGFBR1
SMAD6,TOB1
SMAD6,SMURF2
SMAD6,TAB1
SMAD6,STAMBP
SMAD6,RNF111
SMAD6,SMAD7
SMAD6,MAPK6
SMAD6,RPS6KA5
SMAD6,PIK3R4
SMAD6,RAB11A
SMAD6,MYO1E
SMAD6,UACA
SMAD6,PIGB
SMAD6,PPIB
SMAD7,TAB1
SMARCA4,CARM1
SMARCA4,STK11
SMARCA4,SIN3B
SMARCA4,ZMYND11
SMARCA4,ARID1B
SMARCA4,TMF1
SMARCA4,PBRM1
SMARCA4,MBD3
SMARCA4,HIST1H3A
SMARCA4,KLF1
SMARCA4,PABPN1
SMARCA4,CBX5
SMARCA4,SUMO1
SMARCA4,ARID2
SMARCA4,CHMP5
SMARCA4,SS18L1
SMARCA4,STAT2
SMARCA4,SMARCB1
SMARCA4,SMARCC1
SMARCA4,SMARCE1
SMARCA4,MYOCD
SMARCA4,IKZF1
SMARCA4,SIN3A
SMARCA4,MPHOSPH6
SMARCA4,MPP6
SMARCA4,MED17
SMARCA4,ARID1A
SMARCA4,SS18
SMARCA4,GMNN
SMARCA4,TP53
SMARCA4,STAT3
SMARCA4,MKL1
SMARCA4,BRWD1
SMARCA4,CDK19
SMARCA4,MED6
SMARCA4,HIST2H2BE
SMARCA4,HIST1H4F
SMARCA4,DPF3
SMARCA4,HIST2H3C
SMARCA4,VAV1
SMARCA4,ICAM5
SMARCA4,ZNF69
SMPD4,CFC1
SMURF2,PRICKLE1
SNX17,RLIM
SNX17,KCNG3
SORBS1,SEMA6A
SORBS2,SEMA6A
SPTAN1,CNTRL
SRC,MICAL1
STAT1,CXCR4
STAT2,CXCR4
STAT3,CXCR4
STAT5B,CXCR4
STK36,SUFU
STUB1,DYX1C1
SUFU,GLIS3
SUFU,ZNF446
SUFU,ZNF764
SUFU,RCN3
SUFU,PEX26
SUFU,ZNF747
SUFU,HDX
SUFU,MID1IP1
SUFU,EDA2R
SUMO1,CEP290
SUMO1,SEMA6A
TAB1,MICAL1
TAB1,ZMYND11
TAB1,TRPC4AP
TAB1,ASRGL1
TAB1,PTPMT1
TAB1,NXPH3
TAB1,GIT1
TAB1,C9orf78
TAB1,C2orf44
TAB1,MTG2
TAB1,PHACTR3
TAB1,TAB2
TAB1,CARD11
TAB1,POLDIP2
TAB1,MON1A
TAB1,SNRNP35
TAB1,KIFC2
TAB1,LAP3
TAB1,TAB3
TAB1,ACAP3
TAB1,ARAP1
TAB1,LCMT1
TAB1,XPO7
TAB1,CORO1A
TAB1,CDK5RAP3
TAB1,KDELR3
TAB1,IFT27
TAB1,CXCL16
TGFBR1,NEK8
TMCC1,PLXND1
TMEM67,FAM92A1
TMEM67,NDUFAF6
TNFAIP8,SEMA6A
TOM1,TAB1
TRADD,CNTRL
TRAF1,CNTRL
TRAF2,TAB1
TRAF6,TAB1
TRIP6,TAB1
TSN,CFC1
TSSC4,TAB1
TTC14,CCDC39
TYR,PRICKLE1
UBC,CNTRL
UBC,NEK8
UBE2L3,HACE1
UNC119,SEMA6A
URB1,TAB1
VAV1,CXCR4
VIM,MICAL1
VIM,KIF15
VIP,PRICKLE1
VLDLR,SNX17
WDR70,C5orf42
WTAP,TAB1
XIAP,TAB1
YWHAE,CXCL16
YWHAG,TAB1
YWHAG,HECTD1
ZBTB14,ZBTB21
ZBTB14,COLEC12
ZBTB14,KCNAB3
ZBTB14,ASXL3
ZBTB14,B4GALT6
ZBTB14,TM9SF1
ZBTB14,AP4B1
ZFP36L2,LTBP1
ZIC3,DNAI1
ZNF219,SUFU
ZNF263,SUFU
ZNF561,CCDC151
ZNF606,DNAAF3
